#,ST,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
1821,Oregon,High School or Below,"$6,503.14",$0.00,$187.00,1/0/00,Personal Auto,Luxury Car,"$1,588.68"
1822,Washington,High School or Below,"$2,396.19","$39,062.00",$61.00,1/0/00,Corporate Auto,Two-Door Car,$346.99
1823,Oregon,Bachelor,"$5,914.95","$50,217.00",$74.00,1/0/00,Personal Auto,Two-Door Car,$355.20
1824,Washington,Bachelor,"$2,248.45","$24,910.00",$63.00,1/1/00,Personal Auto,Four-Door Car,$347.86
1825,Nevada,College,"$6,826.80",$0.00,$68.00,1/0/00,Personal Auto,Two-Door Car,$489.60
1826,Oregon,Doctor,"$3,982.18","$38,500.00",$99.00,1/1/00,Corporate Auto,Four-Door Car,$423.29
1827,Nevada,High School or Below,"$2,887.78","$62,018.00",$71.00,1/0/00,Personal Auto,Two-Door Car,$293.87
1828,Oregon,College,"$2,252.42",$0.00,$65.00,1/0/00,Personal Auto,Two-Door Car,$468.00
1829,California,Master,"$8,458.53","$57,394.00",$106.00,1/0/00,Personal Auto,Four-Door Car,$316.49
1830,California,Bachelor,"$7,478.31","$23,530.00",$65.00,1/0/00,Corporate Auto,Two-Door Car,$312.00
1831,California,High School or Below,"$3,788.65","$48,887.00",$95.00,1/0/00,Personal Auto,Four-Door Car,$456.00
1832,Oregon,Master,"$5,220.69","$68,867.00",$129.00,1/0/00,Personal Auto,SUV,$619.20
1833,California,College,"$7,130.29","$12,062.00",$63.00,1/0/00,Corporate Auto,Four-Door Car,$302.40
1834,Arizona,College,"$8,513.59","$59,230.00",$107.00,1/0/00,Personal Auto,SUV,$245.08
1835,Arizona,Bachelor,"$5,660.13","$59,586.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$91.20
1836,Washington,Bachelor,"$2,638.14","$79,699.00",$65.00,1/0/00,Personal Auto,Two-Door Car,$348.83
1837,Arizona,Bachelor,"$5,318.90","$25,134.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$321.60
1838,Oregon,College,"$4,160.16",$0.00,$61.00,1/0/00,Personal Auto,Four-Door Car,$292.80
1839,Oregon,College,"$2,237.35",$0.00,$61.00,1/0/00,Personal Auto,Four-Door Car,$292.80
1840,California,College,"$3,460.12",$0.00,$100.00,1/1/00,Personal Auto,SUV,$720.00
1841,California,Bachelor,"$16,005.51","$44,901.00",$70.00,1/2/00,Personal Auto,Four-Door Car,$460.81
1842,Arizona,Bachelor,"$6,986.60",$0.00,$93.00,1/0/00,Personal Auto,Four-Door Car,$149.27
1843,Oregon,Bachelor,"$8,826.96","$28,463.00",$113.00,1/2/00,Personal Auto,SUV,$324.32
1844,Nevada,Bachelor,"$4,726.87","$13,037.00",$124.00,1/0/00,Personal Auto,SUV,$839.35
1845,California,High School or Below,"$27,443.47","$82,320.00",$99.00,1/1/00,Personal Auto,Four-Door Car,$475.20
1846,California,Bachelor,"$7,247.31",$0.00,$104.00,1/0/00,Personal Auto,SUV,$499.20
1847,Oregon,College,"$5,137.85","$78,460.00",$64.00,1/0/00,Personal Auto,Four-Door Car,$203.57
1848,Nevada,College,"$2,739.06",$0.00,$92.00,1/4/00,Personal Auto,Two-Door Car,$657.29
1849,California,College,"$5,092.79","$46,922.00",$64.00,1/0/00,Corporate Auto,Two-Door Car,$403.39
1850,California,College,"$5,799.83","$60,689.00",$74.00,1/0/00,Corporate Auto,Four-Door Car,$5.75
1851,Nevada,Master,"$5,507.06",$0.00,$71.00,1/0/00,Personal Auto,Four-Door Car,$340.80
1852,Oregon,College,"$10,484.92","$61,108.00",$89.00,1/0/00,Personal Auto,Four-Door Car,$49.45
1853,Arizona,Bachelor,"$8,501.28","$98,003.00",$107.00,1/0/00,Personal Auto,SUV,$449.41
1854,Washington,High School or Below,"$2,935.99","$73,847.00",$73.00,1/1/00,Personal Auto,Two-Door Car,$350.40
1855,Arizona,High School or Below,"$6,503.40","$22,081.00",$84.00,1/0/00,Personal Auto,Two-Door Car,$451.67
1856,Nevada,High School or Below,"$46,805.22","$83,006.00",$235.00,1/1/00,Personal Auto,Luxury SUV,"$1,065.05"
1857,Arizona,College,"$4,834.71","$38,713.00",$66.00,1/4/00,Corporate Auto,Four-Door Car,$316.80
1858,Oregon,College,"$2,575.32","$28,700.00",$68.00,1/3/00,Personal Auto,Four-Door Car,$326.40
1859,California,Master,"$37,111.66","$61,552.00",$115.00,1/0/00,Personal Auto,SUV,$12.25
1860,Nevada,College,"$4,371.19","$56,718.00",$113.00,1/1/00,Personal Auto,SUV,$542.40
1861,Oregon,Doctor,"$16,796.34","$66,776.00",$71.00,1/0/00,Corporate Auto,Four-Door Car,$131.81
1862,California,High School or Below,"$7,988.51","$58,268.00",$67.00,1/0/00,Corporate Auto,Two-Door Car,$228.64
1863,California,College,"$2,269.84",$0.00,$68.00,1/0/00,Personal Auto,Four-Door Car,$542.02
1864,California,Doctor,"$4,991.47","$12,608.00",$66.00,1/1/00,Personal Auto,Four-Door Car,$214.87
1865,California,Master,"$2,921.93","$63,499.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$278.96
1866,Oregon,High School or Below,"$7,613.19","$36,247.00",$96.00,1/0/00,Corporate Auto,Four-Door Car,$329.52
1867,California,Master,"$5,827.41","$30,228.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$163.35
1868,Oregon,College,"$2,600.64",$0.00,$74.00,1/0/00,Personal Auto,Two-Door Car,$501.47
1869,California,High School or Below,"$8,491.47",$0.00,$116.00,1/0/00,Personal Auto,Four-Door Car,"$1,193.12"
1870,Arizona,Bachelor,"$9,778.73","$99,364.00",$121.00,1/0/00,Personal Auto,Sports Car,$580.80
1871,California,Bachelor,"$22,658.54","$23,665.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$404.82
1872,Arizona,College,"$10,004.03",$0.00,$94.00,1/0/00,Corporate Auto,Four-Door Car,$807.17
1873,Oregon,High School or Below,"$4,872.77","$69,247.00",$61.00,1/1/00,Corporate Auto,Two-Door Car,$226.52
1874,Arizona,College,"$7,444.81","$56,047.00",$92.00,1/0/00,Corporate Auto,Four-Door Car,$82.73
1875,Oregon,College,"$5,761.11","$28,919.00",$73.00,1/0/00,Personal Auto,Two-Door Car,$207.83
1876,Oregon,Doctor,"$5,366.78",$0.00,$70.00,1/0/00,Personal Auto,Four-Door Car,$223.17
1877,Oregon,College,"$6,259.48",$0.00,$83.00,1/0/00,Personal Auto,Four-Door Car,$254.14
1878,Arizona,High School or Below,"$7,623.58","$69,900.00",$64.00,1/0/00,Personal Auto,Two-Door Car,$33.97
1879,California,High School or Below,"$10,963.96","$55,687.00",$276.00,1/0/00,Personal Auto,Luxury SUV,"$1,324.80"
1880,Oregon,Bachelor,"$7,427.85","$78,294.00",$92.00,1/0/00,Personal Auto,Four-Door Car,$181.15
1881,Washington,Bachelor,"$5,504.14",$0.00,$73.00,1/0/00,Corporate Auto,Four-Door Car,$350.40
1882,Arizona,Bachelor,"$4,665.13",$0.00,$62.00,1/0/00,Personal Auto,Two-Door Car,$297.60
1883,California,High School or Below,"$6,021.84",$0.00,$168.00,1/0/00,Personal Auto,SUV,"$1,476.67"
1884,Nevada,High School or Below,"$3,074.11",$0.00,$104.00,1/3/00,Personal Auto,Sports Car,$748.80
1885,Oregon,College,"$4,953.09","$21,385.00",$127.00,1/0/00,Corporate Auto,SUV,$609.60
1886,California,Master,"$7,780.49","$87,128.00",$97.00,1/0/00,Personal Auto,Two-Door Car,$495.61
1887,Nevada,College,"$7,992.78","$35,434.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$297.05
1888,California,Master,"$4,170.69","$29,462.00",$107.00,1/1/00,Corporate Auto,SUV,$513.60
1889,Nevada,College,"$23,228.24","$53,243.00",$102.00,1/3/00,Personal Auto,Four-Door Car,$489.60
1890,California,High School or Below,"$5,445.82","$21,006.00",$139.00,1/1/00,Personal Auto,SUV,$667.20
1891,California,College,"$4,558.50",$0.00,$65.00,1/0/00,Personal Auto,Two-Door Car,$312.00
1892,Oregon,Bachelor,"$5,528.21","$36,088.00",$72.00,1/0/00,Corporate Auto,Four-Door Car,$345.60
1893,Oregon,College,"$10,390.67","$28,948.00",$131.00,1/0/00,Corporate Auto,SUV,$295.83
1894,Nevada,College,"$7,142.55","$24,417.00",$185.00,1/0/00,Personal Auto,SUV,$888.00
1895,Oregon,High School or Below,"$5,469.54","$67,099.00",$69.00,1/0/00,Personal Auto,Two-Door Car,$23.00
1896,Oregon,Bachelor,"$11,628.73","$97,830.00",$96.00,1/0/00,Personal Auto,Four-Door Car,$298.36
1897,Arizona,College,"$10,189.65",$0.00,$101.00,1/0/00,Personal Auto,Four-Door Car,$727.20
1898,Arizona,High School or Below,"$2,733.43","$93,558.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$478.23
1899,Arizona,Doctor,"$4,014.45","$37,384.00",$99.00,1/0/00,Personal Auto,Four-Door Car,$475.20
1900,Arizona,Bachelor,"$7,119.53","$28,227.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$551.28
1901,Nevada,High School or Below,"$11,772.79","$51,008.00",$74.00,1/0/00,Corporate Auto,Two-Door Car,$355.20
1902,California,High School or Below,"$2,381.79","$78,185.00",$61.00,1/0/00,Personal Auto,Four-Door Car,$292.80
1903,California,Bachelor,"$5,208.35",$0.00,$74.00,1/0/00,Personal Auto,Four-Door Car,$532.80
1904,Nevada,College,"$5,018.73",$0.00,$68.00,1/0/00,Personal Auto,Four-Door Car,$670.48
1905,Arizona,Bachelor,"$11,900.54","$97,205.00",$100.00,1/2/00,Personal Auto,Sports Car,$5.57
1906,Washington,Bachelor,"$5,800.17","$25,472.00",$73.00,1/0/00,Corporate Auto,Four-Door Car,$350.40
1907,California,Bachelor,"$5,674.38","$26,225.00",$72.00,1/1/00,Special Auto,Four-Door Car,$320.78
1908,Oregon,College,"$7,271.43","$20,545.00",$70.00,1/0/00,Personal Auto,Two-Door Car,$336.00
1909,Oregon,Master,"$3,164.49",$0.00,$83.00,1/0/00,Personal Auto,Four-Door Car,$398.40
1910,Arizona,College,"$2,661.03","$35,503.00",$67.00,1/0/00,Personal Auto,Two-Door Car,$216.17
1911,Oregon,College,"$14,140.56","$58,988.00",$118.00,1/0/00,Personal Auto,Sports Car,$566.40
1912,Nevada,Bachelor,"$7,654.23",$0.00,$74.00,1/1/00,Personal Auto,Two-Door Car,$355.20
1913,Nevada,High School or Below,"$2,199.74",$0.00,$64.00,1/0/00,Personal Auto,Two-Door Car,$685.46
1914,Oregon,College,"$2,004.35",$0.00,$66.00,1/4/00,Special Auto,Four-Door Car,$316.80
1915,Nevada,College,"$13,111.11","$67,197.00",$111.00,1/0/00,Special Auto,SUV,$147.95
1916,Nevada,High School or Below,"$15,762.60","$39,032.00",$198.00,1/0/00,Personal Auto,SUV,$950.40
1917,Oregon,College,"$13,197.93",$0.00,$68.00,1/3/00,Personal Auto,Four-Door Car,$326.40
1918,California,High School or Below,"$2,787.54","$34,927.00",$70.00,1/0/00,Personal Auto,Two-Door Car,$242.49
1919,Nevada,Doctor,"$3,436.13","$30,817.00",$88.00,1/0/00,Personal Auto,Four-Door Car,$91.83
1920,California,Bachelor,"$2,713.37","$31,535.00",$70.00,1/0/00,Personal Auto,Four-Door Car,$90.53
1921,California,Bachelor,"$2,867.31","$23,376.00",$78.00,1/0/00,Personal Auto,Four-Door Car,$374.40
1922,California,College,"$14,590.25","$46,244.00",$62.00,1/0/00,Corporate Auto,Four-Door Car,$255.29
1923,Arizona,Bachelor,"$6,652.47","$34,886.00",$84.00,1/0/00,Personal Auto,Two-Door Car,$403.20
1924,Arizona,High School or Below,"$2,444.62",$0.00,$66.00,1/0/00,Corporate Auto,Four-Door Car,$316.80
1925,Washington,College,"$2,896.92","$33,746.00",$74.00,1/1/00,Personal Auto,Two-Door Car,$355.20
1926,Oregon,Doctor,"$10,972.07","$24,164.00",$137.00,1/0/00,Personal Auto,Sports Car,$657.60
1927,Oregon,Bachelor,"$19,357.37",$0.00,$68.00,1/1/00,Personal Auto,Four-Door Car,$326.40
1928,Arizona,Bachelor,"$7,227.12","$40,153.00",$61.00,1/0/00,Personal Auto,Four-Door Car,$340.07
1929,Nevada,College,"$7,857.30",$0.00,$104.00,1/0/00,Personal Auto,SUV,$499.20
1930,Oregon,Master,"$5,181.62","$97,131.00",$64.00,1/0/00,Personal Auto,Four-Door Car,$307.20
1931,Arizona,High School or Below,"$4,281.06","$23,712.00",$106.00,1/0/00,Corporate Auto,SUV,$508.80
1932,Oregon,Bachelor,"$11,513.16",$0.00,$64.00,1/0/00,Personal Auto,Four-Door Car,$307.20
1933,Nevada,Bachelor,"$5,147.11","$33,171.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$236.64
1934,Nevada,College,"$8,663.50",$0.00,$83.00,1/1/00,Corporate Auto,Four-Door Car,$398.40
1935,Oregon,High School or Below,"$2,535.32",$0.00,$68.00,1/0/00,Corporate Auto,Four-Door Car,$326.40
1936,Nevada,College,"$21,504.34","$60,228.00",$112.00,1/1/00,Personal Auto,SUV,$286.10
1937,Arizona,High School or Below,"$7,349.33","$27,072.00",$93.00,1/0/00,Personal Auto,Four-Door Car,$565.34
1938,California,Master,"$8,509.85","$26,057.00",$74.00,1/0/00,Personal Auto,Four-Door Car,$523.89
1939,Nevada,High School or Below,"$4,297.19","$66,331.00",$107.00,1/0/00,Personal Auto,Two-Door Car,$513.60
1940,Washington,College,"$8,717.05","$83,846.00",$74.00,1/3/00,Personal Auto,Four-Door Car,$355.20
1941,Washington,College,"$8,717.05","$83,846.00",$74.00,1/3/00,Personal Auto,Four-Door Car,$355.20
1942,California,College,"$17,476.64","$45,106.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$350.40
1943,Arizona,Bachelor,"$10,479.90","$78,435.00",$130.00,1/0/00,Personal Auto,SUV,$553.61
1944,California,Bachelor,"$2,242.57",$0.00,$63.00,1/1/00,Corporate Auto,Two-Door Car,$453.60
1945,Oregon,College,"$2,754.46","$79,507.00",$70.00,1/3/00,Personal Auto,Two-Door Car,$442.20
1946,Arizona,High School or Below,"$8,041.20","$44,986.00",$101.00,1/0/00,Corporate Auto,SUV,$624.02
1947,Arizona,College,"$6,042.91","$25,899.00",$79.00,1/0/00,Personal Auto,Two-Door Car,$568.80
1948,Oregon,Bachelor,"$2,827.44","$13,610.00",$74.00,1/0/00,Personal Auto,Four-Door Car,$355.20
1949,Nevada,Doctor,"$22,041.86",$0.00,$65.00,1/0/00,Personal Auto,Four-Door Car,$312.00
1950,California,Bachelor,"$2,796.80","$77,362.00",$70.00,1/0/00,Personal Auto,Two-Door Car,$386.60
1951,California,High School or Below,"$4,072.85","$96,443.00",$102.00,1/0/00,Personal Auto,SUV,$489.60
1952,California,Master,"$5,182.46",$0.00,$135.00,1/1/00,Personal Auto,SUV,$939.53
1953,Nevada,Doctor,"$6,131.66","$90,778.00",$76.00,1/0/00,Personal Auto,Four-Door Car,$62.29
1954,California,High School or Below,"$2,392.13",$0.00,$65.00,1/0/00,Corporate Auto,Four-Door Car,$361.18
1955,Nevada,Master,"$3,209.66","$78,494.00",$79.00,1/0/00,Personal Auto,Two-Door Car,$122.31
1956,California,Doctor,"$2,808.61","$83,497.00",$69.00,1/0/00,Special Auto,Four-Door Car,$196.52
1957,Nevada,College,"$4,362.93","$58,842.00",$110.00,1/0/00,Personal Auto,Four-Door Car,$528.00
1958,Arizona,College,"$6,880.47","$63,935.00",$87.00,1/0/00,Personal Auto,Four-Door Car,$221.62
1959,Oregon,Bachelor,"$3,591.07",$0.00,$96.00,1/0/00,Personal Auto,Four-Door Car,$460.80
1960,California,High School or Below,"$5,201.25",$0.00,$69.00,1/0/00,Personal Auto,Four-Door Car,$331.20
1961,Oregon,College,"$5,521.54",$0.00,$77.00,1/0/00,Personal Auto,Four-Door Car,$369.60
1962,Arizona,Bachelor,"$5,071.65","$62,258.00",$65.00,1/0/00,Personal Auto,Two-Door Car,$117.45
1963,Nevada,Bachelor,"$2,921.68",$0.00,$80.00,1/0/00,Corporate Auto,Four-Door Car,$739.31
1964,California,Master,"$15,806.53","$58,516.00",$98.00,1/0/00,Corporate Auto,Two-Door Car,$470.40
1965,Washington,Bachelor,"$5,749.88","$22,814.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$360.77
1966,California,Bachelor,"$4,167.42","$56,901.00",$104.00,1/0/00,Personal Auto,SUV,$499.20
1967,California,High School or Below,"$6,514.95",$0.00,$61.00,1/1/00,Personal Auto,Four-Door Car,$292.80
1968,California,Doctor,"$9,189.52","$99,443.00",$117.00,1/4/00,Personal Auto,SUV,$228.05
1969,Oregon,College,"$8,231.22",$0.00,$113.00,1/0/00,Personal Auto,SUV,$373.07
1970,Arizona,Master,"$3,095.18","$88,246.00",$77.00,1/1/00,Corporate Auto,Four-Door Car,$428.61
1971,Washington,High School or Below,"$6,005.21","$26,876.00",$76.00,1/0/00,Corporate Auto,Four-Door Car,$364.80
1972,Nevada,College,"$7,582.11","$64,801.00",$64.00,1/0/00,Personal Auto,Four-Door Car,$268.47
1973,Oregon,College,"$16,344.61","$57,029.00",$68.00,1/0/00,Corporate Auto,Two-Door Car,$135.79
1974,Arizona,College,"$11,763.15","$28,045.00",$99.00,1/0/00,Personal Auto,Four-Door Car,$475.20
1975,Nevada,Master,"$4,053.37","$44,661.00",$101.00,1/0/00,Personal Auto,Two-Door Car,$436.84
1976,Arizona,High School or Below,"$3,311.16","$21,246.00",$83.00,1/0/00,Personal Auto,Four-Door Car,$398.40
1977,Nevada,Doctor,"$3,528.04","$31,278.00",$92.00,1/4/00,Personal Auto,Two-Door Car,$441.60
1978,California,High School or Below,"$5,595.39","$74,454.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$340.80
1979,California,Master,"$5,089.69","$62,474.00",$63.00,1/0/00,Personal Auto,Four-Door Car,$112.12
1980,Nevada,High School or Below,"$22,337.16",$0.00,$130.00,1/0/00,Personal Auto,SUV,"$1,376.91"
1981,Arizona,College,"$4,792.83","$20,647.00",$63.00,1/0/00,Personal Auto,Four-Door Car,$185.06
1982,California,Bachelor,"$27,789.69","$33,806.00",$89.00,1/0/00,Personal Auto,Four-Door Car,$395.73
1983,Oregon,Bachelor,"$7,511.66",$0.00,$70.00,1/0/00,Personal Auto,Four-Door Car,$340.20
1984,Oregon,High School or Below,"$18,767.55",$0.00,$111.00,1/0/00,Personal Auto,Sports Car,$900.15
1985,California,College,"$4,987.64","$19,589.00",$127.00,1/0/00,Personal Auto,SUV,"$1,027.01"
1986,California,College,"$5,123.20","$22,338.00",$67.00,1/1/00,Personal Auto,Two-Door Car,$307.80
1987,Nevada,College,"$5,989.77","$66,839.00",$154.00,1/0/00,Personal Auto,Sports Car,$739.20
1988,Washington,High School or Below,"$2,429.28","$26,736.00",$63.00,1/0/00,Personal Auto,Four-Door Car,$367.93
1989,Oregon,College,"$5,828.18","$31,364.00",$74.00,1/0/00,Personal Auto,Four-Door Car,$461.27
1990,Washington,College,"$2,831.59","$17,752.00",$77.00,1/0/00,Personal Auto,Four-Door Car,$369.60
1991,Oregon,College,"$9,767.94","$36,225.00",$123.00,1/0/00,Special Auto,SUV,$221.05
1992,Oregon,Doctor,"$12,097.91",$0.00,$107.00,1/0/00,Personal Auto,SUV,$271.01
1993,California,High School or Below,"$2,265.32",$0.00,$61.00,1/0/00,Personal Auto,Four-Door Car,$292.80
1994,California,Bachelor,"$5,719.09","$77,601.00",$71.00,1/0/00,Personal Auto,Two-Door Car,$276.64
1995,Oregon,Master,"$10,171.48","$74,243.00",$84.00,1/0/00,Corporate Auto,Four-Door Car,$71.31
1996,California,College,"$10,517.16","$46,707.00",$133.00,1/0/00,Personal Auto,Sports Car,$80.71
1997,Oregon,Bachelor,"$4,303.47",$0.00,$116.00,1/0/00,Personal Auto,SUV,$765.57
1998,California,College,"$11,926.75","$50,234.00",$101.00,1/0/00,Personal Auto,Four-Door Car,$484.80
1999,Oregon,Master,"$16,531.70","$75,526.00",$103.00,1/1/00,Personal Auto,Four-Door Car,$494.40
2000,Washington,Bachelor,"$3,059.28","$65,083.00",$77.00,1/0/00,Personal Auto,Four-Door Car,$369.60
2001,Nevada,High School or Below,"$5,437.44","$28,343.00",$69.00,1/0/00,Personal Auto,Two-Door Car,$331.20
2002,California,Bachelor,"$5,103.30","$74,948.00",$64.00,1/0/00,Corporate Auto,Four-Door Car,$216.74
2003,Oregon,High School or Below,"$4,583.10","$22,728.00",$116.00,1/0/00,Personal Auto,Four-Door Car,$556.80
2004,California,High School or Below,"$6,409.63",$0.00,$99.00,1/2/00,Personal Auto,Two-Door Car,$712.80
2005,California,High School or Below,"$8,991.98","$17,331.00",$117.00,1/0/00,Personal Auto,SUV,"$1,138.26"
2006,California,College,"$12,232.78","$35,133.00",$102.00,1/0/00,Personal Auto,SUV,$692.96
2007,Nevada,College,"$5,126.04","$63,147.00",$64.00,1/0/00,Personal Auto,Four-Door Car,$87.57
2008,California,College,"$11,014.16","$67,575.00",$91.00,1/0/00,Personal Auto,Four-Door Car,$401.61
2009,Oregon,High School or Below,"$3,819.62",$0.00,$111.00,1/0/00,Personal Auto,Two-Door Car,$799.20
2010,California,High School or Below,"$8,404.40","$48,315.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$340.80
2011,Arizona,High School or Below,"$9,035.67","$34,337.00",$113.00,1/0/00,Corporate Auto,Four-Door Car,$542.40
2012,Oregon,High School or Below,"$5,453.71","$33,818.00",$72.00,1/4/00,Personal Auto,Four-Door Car,$341.88
2013,California,High School or Below,"$3,766.37","$22,439.00",$98.00,1/0/00,Personal Auto,Four-Door Car,$470.40
2014,Oregon,College,"$7,283.93","$79,055.00",$186.00,1/1/00,Personal Auto,Luxury SUV,$177.64
2015,Nevada,College,"$2,745.25","$45,191.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$330.78
2016,California,Bachelor,"$2,626.28","$41,990.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$316.80
2017,Oregon,Master,"$2,456.82","$50,979.00",$61.00,1/1/00,Personal Auto,Two-Door Car,$262.84
2018,Oregon,College,"$8,453.68","$59,888.00",$106.00,1/0/00,Personal Auto,Four-Door Car,$712.68
2019,California,College,"$3,508.57","$20,978.00",$98.00,1/1/00,Personal Auto,Four-Door Car,"$1,176.28"
2020,California,High School or Below,"$2,877.35","$32,807.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$350.40
2021,Nevada,College,"$7,840.17","$58,414.00",$210.00,1/2/00,Personal Auto,Luxury SUV,"$1,008.00"
2022,Arizona,College,"$2,771.05","$50,071.00",$71.00,1/0/00,Corporate Auto,Two-Door Car,$18.92
2023,Nevada,High School or Below,"$5,339.49","$67,796.00",$69.00,1/4/00,Personal Auto,Four-Door Car,$331.20
2024,Washington,College,"$8,092.88","$50,825.00",$102.00,1/0/00,Personal Auto,SUV,$369.61
2025,Washington,High School or Below,"$8,646.50","$64,125.00",$108.00,1/0/00,Corporate Auto,SUV,$369.82
2026,Oregon,Bachelor,"$5,659.24","$69,387.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$71.52
2027,Oregon,Doctor,"$5,532.46","$29,084.00",$71.00,1/1/00,Corporate Auto,Four-Door Car,$492.09
2028,Oregon,Bachelor,"$7,943.51","$60,214.00",$100.00,1/1/00,Corporate Auto,Sports Car,$291.29
2029,Oregon,High School or Below,"$9,774.61","$96,018.00",$122.00,1/0/00,Personal Auto,SUV,$390.88
2030,Washington,High School or Below,"$4,067.00","$28,466.00",$102.00,1/0/00,Personal Auto,SUV,$371.80
2031,California,High School or Below,"$23,208.39","$60,233.00",$116.00,1/0/00,Personal Auto,Two-Door Car,$481.27
2032,Oregon,Bachelor,"$7,325.89","$52,920.00",$93.00,1/0/00,Personal Auto,Four-Door Car,"$1,101.05"
2033,California,Bachelor,"$4,170.34","$90,310.00",$104.00,1/0/00,Personal Auto,SUV,$166.36
